,PCNTNM,NAME,PPHONE,PCNTY,PCNTY22,P_INDIAN,P_ASIAN,P_PACIFIC,P_HISP,P_WHITE,P_BLACK,P_TR,STTCH_RT,State,ZIP,RELIG,ORIENT
141,PULASKI,NORTH LITTLE ROCK CATHOLIC ACADEMY,5013745237.0,119,11905,1.9736842105,3.9473684211,0.0,19.736842105,63.157894737,10.526315789,0.6578947368,10.482758621,AR,72114,1,1
142,PULASKI,IMMACULATE CONCEPTION SCHOOL,5018350771.0,119,11905,1.023890785,1.3651877133,0.0,7.5085324232,86.006825939,0.6825938567,3.4129692833,12.208333333,AR,72116,1,1
143,PULASKI,MT ST MARY ACADEMY,5016648006.0,119,11905,0.8968609865,2.9147982063,0.0,10.986547085,75.784753363,2.6905829596,6.7264573991,14.433656958,AR,72205,1,1
144,GREENE,ST MARY'S CATHOLIC SCHOOL & PRESCHOOL,8702363681.0,55,5505,2.5641025641,7.6923076923,0.0,15.384615385,71.794871795,2.5641025641,0.0,9.75,AR,72450,1,1
145,RANDOLPH,ST PAUL CATHOLIC SCHOOL,8708925639.0,121,12105,0.0,0.0,0.0,2.1505376344,96.774193548,0.0,1.0752688172,4.696969697,AR,72455,1,1
146,LOGAN,ST JOSEPH CATHOLIC SCHOOL,4799632119.0,83,8305,0.0,2.7027027027,0.0,91.891891892,2.7027027027,0.0,2.7027027027,9.25,AR,72855,1,1
147,CONWAY,RIVERVIEW BAPTIST CHRISTIAN SCHOOL,5013540327.0,29,2905,0.0,0.0,0.0,0.0,83.333333333,16.666666667,0.0,2.8571428571,AR,72110,2,5
148,ST. FRANCIS,CALVARY CHRISTIAN SCHOOL,8706335333.0,123,12305,0.0,0.0,0.0,0.0,91.111111111,4.4444444444,4.4444444444,8.0357142857,AR,72335,2,29
149,ARKANSAS,ST JOHN'S LUTHERAN SCHOOL,8706737096.0,1,105,0.0,0.0,0.0,0.0,97.435897436,2.5641025641,0.0,14.810126582,AR,72160,2,20
150,PHILLIPS,DESOTO SCHOOL,8705726717.0,107,10705,0.5291005291,5.8201058201,0.0,2.6455026455,91.005291005,0.0,0.0,10.0,AR,72390,3,30
151,GREENE,CROWLEY'S RIDGE ACADEMY,8702366908.0,55,5505,0.0,0.395256917,0.790513834,1.185770751,96.04743083,1.581027668,0.0,12.341463415,AR,72450,2,9
152,WHITE,HARDING ACADEMY,5012797202.0,145,14505,0.5415162455,3.7906137184,0.0,1.4440433213,86.462093863,1.9855595668,5.7761732852,9.2487479132,AR,72149,2,9
153,PULASKI,CENTRAL ARKANSAS MONTESSORI INC.,5017535157.0,119,11905,0.0,4.347826087,0.0,4.347826087,56.52173913,34.782608696,0.0,4.6,AR,72118,3,30
154,PULASKI,THE ANTHONY SCHOOL,5012256629.0,119,11905,0.0,4.3165467626,1.0791366906,3.9568345324,87.769784173,2.8776978417,0.0,7.6164383562,AR,72227,3,30
155,PULASKI,THE CHILDRENS HOUSE MONTESSORI SCHOOL,5016645993.0,119,11905,0.0,25.0,0.0,20.833333333,20.833333333,33.333333333,0.0,12.0,AR,72205,3,30
156,HOT SPRING,EWING ADVENTIST JUNIOR ACADEMY,8703562780.0,59,5905,0.0,0.0,0.0,57.142857143,21.428571429,21.428571429,0.0,7.0,AR,71933,2,28
157,PULASKI,LITTLE ROCK ADVENTIST ACADEMY,5012256183.0,119,11905,0.0,0.0,0.0,50.0,22.727272727,27.272727273,0.0,4.7826086957,AR,72205,2,28
158,BENTON,OZARK ADVENTIST ACADEMY,4797362221.0,7,705,1.6129032258,10.483870968,6.4516129032,17.741935484,53.225806452,8.064516129,2.4193548387,12.4,AR,72734,2,28
159,BENTON,OZARK ADVENTIST SCHOOL,4792798700.0,7,705,1.0204081633,3.0612244898,0.0,14.285714286,70.408163265,4.0816326531,7.1428571429,12.098765432,AR,72734,2,28
160,LOS ANGELES,ST THOMAS MORE SCHOOL,6262545778.0,37,3706,0.0,3.6697247706,0.0,75.229357798,5.504587156,0.9174311927,14.678899083,9.6460176991,CA,91803,1,1
161,LOS ANGELES,HOLY ANGELS SCHOOL,6264226360.0,37,3706,0.0,22.072072072,0.0,39.189189189,15.315315315,0.0,23.423423423,12.98245614,CA,91007,1,1
162,LOS ANGELES,OUR LADY OF FATIMA SCHOOL,5628651621.0,37,3706,0.0,69.35483871,0.0,14.516129032,3.7634408602,2.1505376344,10.215053763,14.88,CA,90701,1,1
163,LOS ANGELES,ST BERNARD SCHOOL,5628679410.0,37,3706,0.0,12.820512821,1.5384615385,55.897435897,6.1538461538,12.307692308,11.282051282,17.727272727,CA,90706,1,1
164,LOS ANGELES,ST DOMINIC SAVIO SCHOOL,5628663617.0,37,3706,0.6756756757,1.6891891892,6.4189189189,75.675675676,3.3783783784,1.0135135135,11.148648649,15.257731959,CA,90706,1,1
165,LOS ANGELES,ST FRANCIS XAVIER SCHOOL,8185044422.0,37,3706,0.0,19.911504425,1.3274336283,32.743362832,42.477876106,0.8849557522,2.6548672566,18.833333333,CA,91504,1,1
166,LOS ANGELES,ST ROBERT BELLARMINE ELEMENTARY SCHOOL,8188425033.0,37,3706,0.0,7.8651685393,4.4943820225,38.202247191,41.573033708,2.2471910112,5.6179775281,7.6724137931,CA,91501,1,1
167,LOS ANGELES,OUR LADY OF THE VALLEY SCHOOL,8185922894.0,37,3706,0.0,6.7901234568,0.0,85.185185185,5.5555555556,2.4691358025,0.0,18.0,CA,91303,1,1
168,LOS ANGELES,ST JOHN EUDES SCHOOL,8183411454.0,37,3706,0.0,7.4257425743,16.831683168,52.475247525,19.801980198,2.9702970297,0.495049505,16.031746032,CA,91311,1,1
169,LOS ANGELES,OUR LADY OF THE ASSUMPTION SCHOOL,9096267135.0,37,3706,0.0,13.675213675,0.8547008547,43.01994302,24.501424501,3.7037037037,14.245014245,18.870967742,CA,91711,1,1
170,LOS ANGELES,ST RAYMOND SCHOOL,5628623100.0,37,3706,0.0,1.7777777778,0.0,35.111111111,1.3333333333,18.222222222,43.555555556,17.578125,CA,90242,1,1
171,LOS ANGELES,HOLY FAMILY GRADE SCHOOL,8182439239.0,37,3706,0.0,56.637168142,1.3274336283,10.619469027,22.566371681,0.0,8.8495575221,19.482758621,CA,91205,1,1
172,LOS ANGELES,INCARNATION PARISH SCHOOL,8182412269.0,37,3706,0.4032258065,24.596774194,0.0,25.403225806,28.225806452,0.4032258065,20.967741935,16.644295302,CA,91202,1,1
173,LOS ANGELES,ST MATTHIAS ELEMENTARY SCHOOL,3235887253.0,37,3706,0.0,2.2388059701,0.0,96.268656716,0.0,0.0,1.4925373134,20.9375,CA,90255,1,1
174,LOS ANGELES,ST JOHN CHRYSOSTOM SCHOOL,3106775868.0,37,3706,0.0,1.8691588785,6.5420560748,74.299065421,0.4672897196,16.822429907,0.0,18.448275862,CA,90301,1,1
175,LOS ANGELES,ST JAMES-HOLY REDEEMER SCHOOL,8182487778.0,37,3706,0.0,13.095238095,13.095238095,17.857142857,53.571428571,2.380952381,0.0,12.0,CA,91214,1,1
176,LOS ANGELES,BEATITUDES OF OUR LORD CATHOLIC SCHOOL,5629433218.0,37,3706,0.0,1.1494252874,0.0,13.409961686,80.459770115,1.1494252874,3.8314176245,29.0,CA,90638,1,1
177,LOS ANGELES,ST PAUL OF THE CROSS SCHOOL,5624454542.0,37,3706,0.0,1.8691588785,3.738317757,72.897196262,16.822429907,2.8037383178,1.8691588785,14.657534247,CA,90638,1,1
178,LOS ANGELES,ST JOSEPH ELEMENTARY SCHOOL,6263362821.0,37,3706,0.0,1.7341040462,2.8901734104,86.705202312,8.6705202312,0.0,0.0,17.3,CA,91744,1,1
179,LOS ANGELES,ST MARTHA SCHOOL,6269641093.0,37,3706,0.0,24.338624339,0.0,61.904761905,0.5291005291,0.0,13.227513228,18.349514563,CA,91744,1,1
180,LOS ANGELES,ST ANTHONY PARISH SCHOOL,5624325946.0,37,3706,1.1494252874,2.8735632184,3.4482758621,61.494252874,5.7471264368,6.3218390805,18.965517241,19.333333333,CA,90802,1,1
181,LOS ANGELES,ST ATHANASIUS ELEMENTARY SCHOOL,5624287422.0,37,3706,0.0,6.7415730337,0.0,92.134831461,0.0,0.0,1.1235955056,11.41025641,CA,90805,1,1
182,LOS ANGELES,CATHEDRAL CHAPEL SCHOOL,3239389976.0,37,3706,0.0,33.165829146,0.0,21.608040201,12.56281407,15.577889447,17.085427136,16.178861789,CA,90036,1,1
183,LOS ANGELES,DIVINE SAVIOUR SCHOOL,3232226077.0,37,3706,0.0,0.0,0.0,86.274509804,9.8039215686,3.9215686275,0.0,10.408163265,CA,90065,1,1
184,LOS ANGELES,DOLORES MISSION ELEMENTARY SCHOOL,3238810001.0,37,3706,0.0,0.0,0.0,92.165898618,5.9907834101,0.9216589862,0.9216589862,18.235294118,CA,90033,1,1
185,LOS ANGELES,HOLY SPIRIT ELEMENTARY SCHOOL,2139269419.0,37,3706,0.0,0.7518796992,0.0,73.684210526,1.5037593985,15.789473684,8.2706766917,18.219178082,CA,90019,1,1
186,LOS ANGELES,IMMACULATE HEART OF MARY SCHOOL,3236634611.0,37,3706,0.0,54.802259887,0.0,36.15819209,0.0,0.0,9.0395480226,19.666666667,CA,90029,1,1
187,LOS ANGELES,OUR LADY OF GUADALUPE SCHOOL-ROSE HILLS,3232218187.0,37,3706,0.0,0.0,0.0,95.238095238,3.5714285714,0.0,1.1904761905,16.8,CA,90032,1,1
188,LOS ANGELES,OUR MOTHER OF GOOD COUNSEL SCHOOL,3236642131.0,37,3706,0.0,11.363636364,0.0,40.909090909,38.636363636,1.1363636364,7.9545454545,9.3617021277,CA,90027,1,1
189,LOS ANGELES,ST FRANCES X CABRINI SCHOOL,3237561354.0,37,3706,0.0,3.0973451327,0.0,87.168141593,0.4424778761,8.8495575221,0.4424778761,22.6,CA,90047,1,1
190,LOS ANGELES,ST JEROME SCHOOL,3106701678.0,37,3706,1.724137931,2.5862068966,0.0,24.137931034,0.8620689655,68.965517241,1.724137931,12.210526316,CA,90045,1,1
191,LOS ANGELES,ST MARTIN OF TOURS ELEMENTARY SCHOOL,3104727419.0,37,3706,0.0,4.7058823529,0.0,6.4705882353,77.058823529,1.1764705882,10.588235294,10.897435897,CA,90049,1,1
192,LOS ANGELES,ST PAUL ELEMENTARY SCHOOL,3237344022.0,37,3706,0.0,2.4590163934,0.0,87.704918033,0.8196721311,8.1967213115,0.8196721311,11.19266055,CA,90018,1,1
193,LOS ANGELES,ST TIMOTHY SCHOOL,3104741811.0,37,3706,0.0,23.671497585,0.0,8.6956521739,25.120772947,12.077294686,30.434782609,15.0,CA,90064,1,1
194,LOS ANGELES,SCHOOL OF SANTA ISABEL,3232633716.0,37,3706,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14.393939394,CA,90023,1,1
195,LOS ANGELES,TRANSFIGURATION SCHOOL,3232923011.0,37,3706,0.0,1.5037593985,0.0,15.037593985,0.7518796992,71.428571429,11.278195489,14.777777778,CA,90008,1,1
196,LOS ANGELES,OUR LADY OF MALIBU SCHOOL,3104568071.0,37,3706,4.9504950495,4.9504950495,1.9801980198,6.9306930693,77.227722772,3.9603960396,0.0,7.0138888889,CA,90265,1,1
197,LOS ANGELES,OUR LADY OF PERPETUAL HELP SCHOOL,6612591141.0,37,3706,0.0,17.68488746,0.0,31.189710611,32.154340836,0.6430868167,18.327974277,21.013513514,CA,91321,1,1
198,LOS ANGELES,OUR LADY OF LOURDES SCHOOL,8183490245.0,37,3706,0.0,15.183246073,9.4240837696,35.078534031,31.937172775,4.7120418848,3.664921466,17.685185185,CA,91325,1,1
199,LOS ANGELES,ST JOHN OF GOD SCHOOL,5628635722.0,37,3706,0.0,0.9900990099,14.851485149,76.237623762,0.0,0.0,7.9207920792,17.413793103,CA,90650,1,1
200,LOS ANGELES,ST LINUS CATHOLIC ELEMENTARY SCHOOL,5629210336.0,37,3706,0.518134715,27.979274611,0.0,63.212435233,8.2901554404,0.0,0.0,15.564516129,CA,90650,1,1
201,VENTURA,SANTA CLARA ELEMENTARY SCHOOL,8054836935.0,111,11106,0.9615384615,2.4038461538,0.4807692308,73.557692308,12.019230769,0.9615384615,9.6153846154,20.0,CA,93030,1,1
202,VENTURA,ST ANTHONY SCHOOL,8054875317.0,111,11106,1.8691588785,7.0093457944,1.8691588785,63.08411215,21.962616822,4.2056074766,0.0,15.285714286,CA,93033,1,1
203,LOS ANGELES,CORPUS CHRISTI ELEMENTARY SCHOOL,3104549411.0,37,3706,0.0,0.5555555556,0.0,0.5555555556,98.888888889,0.0,0.0,8.3333333333,CA,90272,1,1
204,LOS ANGELES,MARY IMMACULATE ELEMENTARY SCHOOL,8188348551.0,37,3706,0.0,1.2987012987,0.0,14.935064935,0.6493506494,71.428571429,11.688311688,12.833333333,CA,91331,1,1
205,LOS ANGELES,MAYFIELD JUNIOR SCHOOL,6262292106.0,37,3706,0.0,15.310077519,0.0,17.441860465,63.178294574,4.0697674419,0.0,11.727272727,CA,91101,1,1
206,LOS ANGELES,ST HILARY ELEMENTARY SCHOOL,5629427361.0,37,3706,0.0,2.7027027027,0.6756756757,96.621621622,0.0,0.0,0.0,14.8,CA,90660,1,1
207,LOS ANGELES,ST JOHN FISHER SCHOOL,3103772800.0,37,3706,0.0,13.684210526,4.7368421053,16.842105263,52.631578947,1.5789473684,10.526315789,12.666666667,CA,90275,1,1
208,LOS ANGELES,ST LAWRENCE MARTYR ELEMENTARY SCHOOL,3103163049.0,37,3706,0.3184713376,4.7770700637,0.3184713376,16.242038217,70.063694268,0.3184713376,7.9617834395,14.952380952,CA,90277,1,1
209,LOS ANGELES,HOLY NAME OF MARY ELEMENTARY SCHOOL,9095420449.0,37,3706,0.0,4.4025157233,7.2327044025,41.509433962,33.962264151,1.2578616352,11.635220126,21.931034483,CA,91773,1,1
210,LOS ANGELES,SANTA ROSA DE LIMA CATHOLIC SCHOOL,8183615096.0,37,3706,0.0,0.0,0.0,91.911764706,0.7352941176,0.7352941176,6.6176470588,23.448275862,CA,91340,1,1
211,LOS ANGELES,SS FELICITAS & PERPETUA SCHOOL,6267968223.0,37,3706,0.0,20.27027027,2.7027027027,36.486486486,2.7027027027,0.0,37.837837838,11.746031746,CA,91108,1,1
212,LOS ANGELES,MARY STAR OF THE SEA ELEMENTARY,3108310875.0,37,3706,0.5025125628,5.0251256281,1.5075376884,61.809045226,23.115577889,6.5326633166,1.5075376884,19.134615385,CA,90731,1,1
213,LOS ANGELES,HOLY TRINITY SCHOOL,3108330703.0,37,3706,1.9801980198,4.2079207921,0.0,33.415841584,42.079207921,1.9801980198,16.336633663,13.883161512,CA,90732,1,1
214,SANTA BARBARA,ST LOUIS DE MONTFORT,8059375571.0,83,8306,1.7482517483,3.1468531469,1.7482517483,39.160839161,43.356643357,1.048951049,9.7902097902,25.765765766,CA,93455,1,1
215,LOS ANGELES,ST MONICA CATHOLIC ELEMENTARY SCHOOL,3104519801.0,37,3706,0.0,2.2624434389,1.3574660633,19.457013575,54.298642534,2.2624434389,20.36199095,12.415730337,CA,90403,1,1
216,LOS ANGELES,ST FRANCIS DE SALES SCHOOL,8187849573.0,37,3706,0.3125,3.75,3.4375,15.0,73.125,1.25,3.125,25.6,CA,91423,1,1
217,LOS ANGELES,ST HELEN CATHOLIC ELEMENTARY SCHOOL,3235665491.0,37,3706,0.0,0.0,0.3937007874,99.606299213,0.0,0.0,0.0,25.4,CA,90280,1,1
218,VENTURA,ST PASCHAL BAYLON SCHOOL,8054959340.0,111,11106,0.0,3.95256917,0.0,22.134387352,70.750988142,1.581027668,1.581027668,15.911949686,CA,91360,1,1
219,LOS ANGELES,ST CATHERINE LABOURE SCHOOL,3103248732.0,37,3706,0.27100271,16.531165312,8.9430894309,34.959349593,8.4010840108,11.924119241,18.970189702,15.06122449,CA,90504,1,1
220,LOS ANGELES,OUR LADY OF LOURDES SCHOOL,8183531106.0,37,3706,0.0,1.5267175573,3.8167938931,29.007633588,39.694656489,0.0,25.954198473,13.1,CA,91042,1,1
221,LOS ANGELES,ST MARK ELEMENTARY SCHOOL,3108216612.0,37,3706,1.2195121951,6.9105691057,0.8130081301,17.886178862,49.593495935,2.8455284553,20.731707317,9.7233201581,CA,90291,1,1
222,VENTURA,OUR LADY OF THE ASSUMPTION SCHOOL,8056427198.0,111,11106,0.0,3.982300885,0.0,15.486725664,76.991150442,0.0,3.5398230088,17.384615385,CA,93003,1,1
223,LOS ANGELES,ST SEBASTIAN SCHOOL,3104733337.0,37,3706,0.0,9.5238095238,0.0,60.714285714,27.380952381,2.380952381,0.0,9.3333333333,CA,90025,1,1
224,LOS ANGELES,ST GREGORY THE GREAT SCHOOL,5629410750.0,37,3706,0.0,0.0,1.8382352941,96.323529412,1.4705882353,0.3676470588,0.0,24.727272727,CA,90604,1,1
225,LOS ANGELES,ST BERNARDINE OF SIENA SCHOOL,8183402130.0,37,3706,0.4237288136,14.406779661,0.0,22.457627119,52.118644068,1.6949152542,8.8983050847,17.352941176,CA,91367,1,1
226,SANTA BARBARA,THE RIVIERA RIDGE SCHOOL,8055691811.0,83,8306,0.0,10.5,0.0,12.0,73.5,3.0,1.0,6.7567567568,CA,93103,3,30
227,LOS ANGELES,ST BRUNO PARISH SCHOOL,5629438812.0,37,3706,0.0,0.0,1.2738853503,72.611464968,11.78343949,0.0,14.331210191,19.748427673,CA,90603,1,1
228,LOS ANGELES,ST CHRISTOPHER PARISH SCHOOL,6269603079.0,37,3706,0.0,25.503355705,0.0,65.100671141,8.0536912752,0.0,1.3422818792,14.466019417,CA,91790,1,1
229,LOS ANGELES,ST BRIDGET OF SWEDEN,8187854422.0,37,3706,0.0,26.136363636,0.0,44.318181818,6.8181818182,3.4090909091,19.318181818,17.6,CA,91406,1,1
230,LOS ANGELES,ST DIDACUS SCHOOL,8183675886.0,37,3706,0.0,1.2711864407,0.0,84.322033898,1.6949152542,1.2711864407,11.440677966,23.366336634,CA,91342,1,1
231,LOS ANGELES,ST PATRICK SCHOOL,8187617363.0,37,3706,0.0,1.3392857143,3.125,83.482142857,2.6785714286,2.2321428571,7.1428571429,28.0,CA,91606,1,1
232,LOS ANGELES,ST JANE FRANCES DE CHANTAL,8187661714.0,37,3706,0.0,3.2786885246,6.1475409836,18.852459016,69.672131148,0.8196721311,1.2295081967,18.074074074,CA,91606,1,1
233,LOS ANGELES,EPIPHANY CATHOLIC SCHOOL,6267581094.0,37,3706,0.0,3.0,0.0,96.0,1.0,0.0,0.0,8.3333333333,CA,91733,1,1
234,LOS ANGELES,ALVERNO HEIGHTS ACADEMY,6263553463.0,37,3706,0.0,8.0,0.2857142857,33.428571429,38.0,2.5714285714,17.714285714,6.3291139241,CA,91024,1,1
235,LOS ANGELES,ST MONICA CATHOLIC HIGH SCHOOL,3103943701.0,37,3706,3.2345013477,5.1212938005,5.1212938005,46.900269542,25.876010782,10.781671159,2.9649595687,12.619047619,CA,90403,1,1
236,LOS ANGELES,ST ANNES SCHOOL,3108292775.0,37,3706,0.0,4.2253521127,0.0,50.704225352,16.901408451,9.8591549296,18.309859155,14.2,CA,90404,1,1
237,SANTA BARBARA,BISHOP GARCIA DIEGO HIGH SCHOOL,8059671266.0,83,8306,0.3802281369,6.0836501901,7.6045627376,33.840304183,45.247148289,4.1825095057,2.6615969582,11.144067797,CA,93110,1,1
238,LOS ANGELES,SAN GABRIEL MISSION ELEMENTARY SCHOOL,6262812454.0,37,3706,0.0,15.566037736,0.0,53.773584906,7.5471698113,1.4150943396,21.698113208,16.307692308,CA,91776,1,1
239,LOS ANGELES,ST ANTHONY SCHOOL,6262807255.0,37,3706,3.1446540881,16.352201258,0.0,61.635220126,1.8867924528,2.5157232704,14.465408805,26.5,CA,91776,1,1
240,LOS ANGELES,ASSUMPTION OF THE BVM ELEMENTARY SCHOOL,6267932089.0,37,3706,0.5494505495,18.681318681,2.1978021978,35.714285714,32.417582418,5.4945054945,4.9450549451,12.465753425,CA,91107,1,1
241,LOS ANGELES,OUR LADY OF THE ROSARY SCHOOL,5623835660.0,37,3706,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.0,CA,90723,1,1
242,LOS ANGELES,ST GENEVIEVE HIGH SCHOOL,8188946417.0,37,3706,0.6109979633,55.193482688,21.486761711,1.83299389,0.0,0.3054989817,20.570264766,20.630252101,CA,91402,1,1
243,LOS ANGELES,ST GENEVIEVE ELEMENTARY SCHOOL,8188923802.0,37,3706,0.0,30.021598272,0.0,38.228941685,15.118790497,3.4557235421,13.174946004,23.62244898,CA,91402,1,1
244,SANTA BARBARA,ST JOSEPH HIGH SCHOOL,8059372038.0,83,8306,1.6393442623,6.1475409836,2.0491803279,20.491803279,61.475409836,8.1967213115,0.0,19.288537549,CA,93455,1,1
245,LOS ANGELES,ST PAUL HIGH SCHOOL,5626986246.0,37,3706,2.3041474654,3.4562211982,1.8433179724,74.423963134,6.4516129032,2.7649769585,8.7557603687,17.36,CA,90670,1,1
246,SANTA BARBARA,NOTRE DAME SCHOOL,8059651033.0,83,8306,1.7699115044,4.4247787611,0.0,84.955752212,4.4247787611,1.7699115044,2.6548672566,20.178571429,CA,93101,1,1
247,LOS ANGELES,NOTRE DAME ACADEMY ELEMENTARY SCHOOL,3102873895.0,37,3706,1.4440433213,7.2202166065,5.7761732852,17.328519856,29.602888087,11.19133574,27.436823105,13.645320197,CA,90064,1,1
248,LOS ANGELES,NOTRE DAME ACADEMY GIRLS HIGH SCHOOL,3108395289.0,37,3706,0.0,9.963099631,0.0,28.044280443,36.900369004,9.963099631,15.129151292,11.834061135,CA,90064,1,1
249,LOS ANGELES,OUR LADY OF GUADALUPE SCHOOL - LA,3232694998.0,37,3706,0.0,0.0,0.0,100.0,0.0,0.0,0.0,23.278688525,CA,90063,1,1
250,LOS ANGELES,SACRED HEART ELEMENTARY SCHOOL,3232254177.0,37,3706,0.0,3.1055900621,3.1055900621,89.440993789,1.8633540373,0.0,2.4844720497,17.888888889,CA,90031,1,1
251,LOS ANGELES,SACRED HEART HIGH SCHOOL,3232252209.0,37,3706,0.0,8.2437275986,0.3584229391,89.605734767,0.3584229391,1.4336917563,0.0,13.285714286,CA,90031,1,1
252,LOS ANGELES,ST AGNES SCHOOL,3237346441.0,37,3706,0.0,1.5873015873,2.380952381,19.047619048,17.46031746,59.523809524,0.0,14.0,CA,90007,1,1
253,LOS ANGELES,ST COLUMBKILLE ELEMENTARY SCHOOL,3237582284.0,37,3706,0.0,0.0,0.0,98.850574713,0.0,0.5747126437,0.5747126437,19.333333333,CA,90003,1,1
254,LOS ANGELES,ST EUGENE SCHOOL,3237549536.0,37,3706,0.0,0.4761904762,0.0,0.4761904762,0.4761904762,98.571428571,0.0,20.388349515,CA,90047,1,1
255,LOS ANGELES,ST LAWRENCE OF BRINDISI CATHOLIC SCHOOL,3235643051.0,37,3706,0.0,0.0,0.0,88.294314381,0.0,11.705685619,0.0,28.75,CA,90002,1,1
256,LOS ANGELES,ST RAPHAEL ELEMENTARY SCHOOL,3237512774.0,37,3706,0.0,1.6064257028,0.0,90.361445783,0.4016064257,4.4176706827,3.2128514056,24.9,CA,90044,1,1
257,LOS ANGELES,ST TERESA OF AVILA SCHOOL,3236623777.0,37,3706,0.0,13.513513514,0.0,70.27027027,10.810810811,0.0,5.4054054054,14.8,CA,90039,1,1
258,LOS ANGELES,ST TURIBIUS SCHOOL,2137498894.0,37,3706,0.0,0.0,0.0,96.992481203,0.0,0.0,3.007518797,14.777777778,CA,90021,1,1
259,LOS ANGELES,ST VINCENT SCHOOL,2137485367.0,37,3706,0.0,0.4032258065,0.0,93.951612903,0.4032258065,3.2258064516,2.0161290323,22.545454545,CA,90007,1,1
260,LOS ANGELES,VISITATION SCHOOL,3106456620.0,37,3706,0.3846153846,12.307692308,0.7692307692,38.076923077,35.0,13.461538462,0.0,10.4,CA,90045,1,1
261,LOS ANGELES,ST BENEDICT SCHOOL,3237213348.0,37,3706,0.0,0.9803921569,0.0,93.137254902,1.9607843137,0.0,3.9215686275,16.32,CA,90640,1,1
262,LOS ANGELES,CRESPI CARMELITE HIGH SCHOOL,8183451672.0,37,3706,0.0,6.9868995633,0.2183406114,18.777292576,49.344978166,7.6419213974,17.030567686,14.357366771,CA,91316,1,1
263,LOS ANGELES,ST ANTHONY HIGH SCHOOL,5624354496.0,37,3706,0.0,10.3926097,0.0,28.637413395,31.639722864,14.087759815,15.242494226,15.575539568,CA,90802,1,1
264,SANTA BARBARA,LA PURISIMA CONCEPCION SCHOOL,8057366210.0,83,8306,1.0101010101,2.0202020202,2.0202020202,59.595959596,28.282828283,2.0202020202,5.0505050505,16.5,CA,93436,1,1
265,LOS ANGELES,PARACLETE HIGH SCHOOL,6619433255.0,37,3706,0.0,7.299270073,0.7299270073,53.284671533,20.437956204,11.313868613,6.9343065693,15.180055402,CA,93536,1,1
266,LOS ANGELES,HOLY FAMILY HIGH SCHOOL,8182413178.0,37,3706,0.0,2.4390243902,24.390243902,53.658536585,8.5365853659,1.2195121951,9.756097561,6.6129032258,CA,91205,1,1
267,LOS ANGELES,ST CYRIL OF JERUSALEM SCHOOL,8185014155.0,37,3706,0.0,8.6734693878,2.5510204082,11.734693878,53.06122449,0.0,23.979591837,11.136363636,CA,91436,1,1
268,LOS ANGELES,OUR LADY OF GRACE SCHOOL,8183444162.0,37,3706,0.0,8.940397351,1.9867549669,34.768211921,24.17218543,4.3046357616,25.82781457,14.312796209,CA,91316,1,1
269,LOS ANGELES,ST FINBAR PARISH SCHOOL,8188480191.0,37,3706,0.0,2.9535864979,15.611814346,0.0,78.902953586,0.8438818565,1.6877637131,19.915966387,CA,91506,1,1
270,LOS ANGELES,HOLY NAME OF JESUS SCHOOL,3237312255.0,37,3706,0.0,0.0,0.0,24.0,5.0,71.0,0.0,15.873015873,CA,90018,1,1
271,LOS ANGELES,CHRIST THE KING SCHOOL,3234624753.0,37,3706,0.0,41.089108911,0.0,42.574257426,7.9207920792,2.4752475248,5.9405940594,20.2,CA,90004,1,1
272,LOS ANGELES,ST CYPRIAN ELEMENTARY SCHOOL,5624257341.0,37,3706,0.0,6.0810810811,10.135135135,26.351351351,21.959459459,3.0405405405,32.432432432,11.699604743,CA,90808,1,1
273,LOS ANGELES,ST PANCRATIUS ELEMENTARY SCHOOL,5626346310.0,37,3706,0.0,4.7619047619,15.646258503,51.020408163,8.843537415,0.6802721088,19.047619048,13.243243243,CA,90712,1,1
274,LOS ANGELES,ST MARY'S ACADEMY,3106748470.0,37,3706,0.0,0.4310344828,0.4310344828,56.034482759,0.4310344828,35.344827586,7.3275862069,14.409937888,CA,90301,1,1
275,LOS ANGELES,OUR LADY OF PERPETUAL HELP SCHOOL,5628699969.0,37,3706,0.0,1.8382352941,3.6764705882,81.617647059,3.6764705882,1.8382352941,7.3529411765,16.0,CA,90241,1,1
276,LOS ANGELES,ST ALBERT THE GREAT ELEMENTARY SCHOOL,3105153891.0,37,3706,0.4901960784,0.4901960784,0.0,55.392156863,0.0,41.666666667,1.9607843137,18.053097345,CA,90220,1,1
277,LOS ANGELES,ST MEL SCHOOL,8183401924.0,37,3706,1.0330578512,7.6446280992,2.6859504132,16.32231405,47.933884298,4.958677686,19.421487603,12.41025641,CA,91364,1,1
278,VENTURA,HOLY CROSS SCHOOL @ SAN BUENAVENTURA MISSION,8056431500.0,111,11106,0.0,2.2988505747,1.1494252874,57.471264368,10.344827586,1.1494252874,27.586206897,10.875,CA,93001,1,1
279,LOS ANGELES,ST JAMES ELEMENTARY SCHOOL,3103710416.0,37,3706,0.0,13.114754098,0.0,28.278688525,47.540983607,4.5081967213,6.5573770492,17.428571429,CA,90503,1,1
280,LOS ANGELES,NATIVITY SCHOOL,3103285387.0,37,3706,1.6597510373,41.908713693,2.489626556,23.651452282,10.788381743,6.22406639,13.278008299,20.25210084,CA,90501,1,1
